timestamp,modality,participant,action,details,comment,group
2023-12-04 10:06:53.493000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.493000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.495000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.495000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.495000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.983000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.985000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.986000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.987000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.987000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:53.987000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:06:56.344000+00:00,Touch,BLUE,select,document of month 0,,G6
2023-12-04 10:06:56.345000+00:00,Touch,BLUE,select,document of month 0,,G6
2023-12-04 10:06:56.345000+00:00,Touch,BLUE,select,document of month 0,,G6
2023-12-04 10:06:56.345000+00:00,Touch,BLUE,select,document of month 0,,G6
2023-12-04 10:06:56.346000+00:00,Touch,BLUE,select,document of month 0,,G6
2023-12-04 10:06:56.346000+00:00,Touch,BLUE,select,document of month 0,,G6
2023-12-04 10:07:00.800000+00:00,Touch,GREEN,deselect,all documents,,G6
2023-12-04 10:07:02.474000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:07:02.475000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:07:02.475000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:07:02.475000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:07:02.475000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:07:02.475000+00:00,Touch,GREEN,select,document of month 0,,G6
2023-12-04 10:07:18.653000+00:00,Touch,BLUE,moved,selected documents including 1061,,G6
2023-12-04 10:07:38.600000+00:00,Voice,BLUE,open,document 61,,G6
2023-12-04 10:09:36.719000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:09:43.374000+00:00,Voice,BLUE,close,document 61,,G6
2023-12-04 10:09:44.789000+00:00,Touch,GREEN,moved,document 1056,,G6
2023-12-04 10:09:48.765000+00:00,Touch,GREEN,moved,document 1056,,G6
2023-12-04 10:09:54.489000+00:00,Voice,BLUE,open,document 8,,G6
2023-12-04 10:10:00.640000+00:00,Touch,BLUE,select,document 1008,,G6
2023-12-04 10:10:04.845000+00:00,Touch,GREEN,moved,selected documents including 1061,,G6
2023-12-04 10:10:05.257000+00:00,Touch,GREEN,moved,selected documents including 1061,,G6
2023-12-04 10:10:07.986000+00:00,Touch,GREEN,open,document 1060,,G6
2023-12-04 10:10:07.986000+00:00,Touch,GREEN,highlight,sentence 'Springfield these days is just another rural (very rural) community.' in document 1060,,G6
2023-12-04 10:10:38.060000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:11:07.320000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:11:14.896000+00:00,Voice,BLUE,close,document 8,,G6
2023-12-04 10:11:18.533000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:11:53.830000+00:00,Voice,BLUE,sort,date,,G6
2023-12-04 10:12:00.540000+00:00,Touch,GREEN,moved,selected documents including 1060,,G6
2023-12-04 10:12:03.292000+00:00,Touch,GREEN,moved,selected documents including 1042,,G6
2023-12-04 10:12:04.288000+00:00,Touch,GREEN,moved,selected documents including 1042,,G6
2023-12-04 10:12:08.032000+00:00,Touch,GREEN,open,document 1060,,G6
2023-12-04 10:12:16.094000+00:00,Touch,GREEN,close,document 1060,,G6
2023-12-04 10:12:41.426000+00:00,Touch,BLUE,select,document 1042,,G6
2023-12-04 10:12:43.610000+00:00,Touch,BLUE,deselect,document 1042,,G6
2023-12-04 10:12:44.623000+00:00,Touch,BLUE,select,document 1042,,G6
2023-12-04 10:12:45.145000+00:00,Touch,BLUE,deselect,document 1042,,G6
2023-12-04 10:12:46.510000+00:00,Touch,BLUE,select,document 1042,,G6
2023-12-04 10:12:50.004000+00:00,Touch,BLUE,moved,selected documents including 1008,,G6
2023-12-04 10:12:50.851000+00:00,Touch,BLUE,moved,selected documents including 1042,,G6
2023-12-04 10:12:54.848000+00:00,Touch,GREEN,select,document 1008,,G6
2023-12-04 10:12:56.844000+00:00,Touch,BLUE,deselect,document 1042,,G6
2023-12-04 10:12:58.102000+00:00,Touch,BLUE,select,document 1042,,G6
2023-12-04 10:12:58.379000+00:00,Touch,BLUE,deselect,document 1042,,G6
2023-12-04 10:12:59.065000+00:00,Touch,BLUE,select,document 1008,,G6
2023-12-04 10:12:59.304000+00:00,Touch,BLUE,select,document 1042,,G6
2023-12-04 10:13:01.675000+00:00,Touch,BLUE,moved,selected documents including 1008,,G6
2023-12-04 10:13:01.682000+00:00,Touch,BLUE,moved,selected documents including 1042,,G6
2023-12-04 10:13:02.924000+00:00,Touch,GREEN,select,document 1008,,G6
2023-12-04 10:13:03.844000+00:00,Touch,BLUE,moved,selected documents including 1008,,G6
2023-12-04 10:13:05.286000+00:00,Touch,BLUE,moved,selected documents including 1008,,G6
2023-12-04 10:13:06.460000+00:00,Touch,BLUE,moved,document 1009,,G6
2023-12-04 10:13:06.643000+00:00,Touch,BLUE,moved,document 1009,,G6
2023-12-04 10:13:06.723000+00:00,Touch,BLUE,deselect,document 1042,,G6
2023-12-04 10:13:06.815000+00:00,Touch,BLUE,moved,document 1009,,G6
2023-12-04 10:13:06.985000+00:00,Touch,BLUE,moved,document 1009,,G6
2023-12-04 10:13:07.651000+00:00,Touch,BLUE,moved,document 1009,,G6
2023-12-04 10:13:08.624000+00:00,Touch,BLUE,moved,document 1042,,G6
2023-12-04 10:13:08.875000+00:00,Touch,GREEN,open,document 1060,,G6
2023-12-04 10:13:08.876000+00:00,Touch,GREEN,close,document 1060,,G6
2023-12-04 10:13:09.565000+00:00,Touch,BLUE,select,document 1042,,G6
2023-12-04 10:13:11.070000+00:00,Touch,BLUE,moved,selected documents including 1042,,G6
2023-12-04 10:13:11.346000+00:00,Touch,GREEN,open,document 1060,,G6
2023-12-04 10:13:13.863000+00:00,Touch,GREEN,moved,selected documents including 1060,,G6
2023-12-04 10:13:14.076000+00:00,Touch,GREEN,moved,selected documents including 1060,,G6
2023-12-04 10:13:14.613000+00:00,Touch,GREEN,moved,selected documents including 1060,,G6
2023-12-04 10:13:15.671000+00:00,Touch,BLUE,moved,selected documents including 1042,,G6
2023-12-04 10:13:16.554000+00:00,Touch,GREEN,open,document 1060,,G6
2023-12-04 10:13:16.555000+00:00,Touch,GREEN,highlight,"sentence '' Squirt remained silent, but James was adamant.' in document 1060",,G6
2023-12-04 10:13:20.214000+00:00,Touch,GREEN,highlight,sentence ''Let's go.' in document 1060,,G6
2023-12-04 10:13:21.170000+00:00,Voice,BLUE,open,document 42,,G6
2023-12-04 10:13:21.681000+00:00,Touch,GREEN,clear,sentence ''Let's go.' in document 1060,,G6
2023-12-04 10:13:24.133000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:13:28.060000+00:00,Touch,GREEN,clear,"sentence '' Squirt remained silent, but James was adamant.' in document 1060",,G6
2023-12-04 10:13:28.917000+00:00,Touch,GREEN,highlight,sentence ''You know we're breaking the law.' in document 1060,,G6
2023-12-04 10:13:42.129000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:13:53.243000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:14:11.989000+00:00,Touch,GREEN,moved,selected documents including 1060,,G6
2023-12-04 10:14:12.702000+00:00,Touch,GREEN,open,document 1060,,G6
2023-12-04 10:14:38.137000+00:00,Touch,BLUE,highlight,"sentence 'Reforming the way the state adjudicates water rights is bound to come up in discussions in Olympia this session, too.' in document 1042",,G6
2023-12-04 10:14:41.452000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:14:52.631000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:14:54.270000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G6
2023-12-04 10:14:55.080000+00:00,Touch,GREEN,clear,sentence 'Springfield these days is just another rural (very rural) community.' in document 1060,,G6
2023-12-04 10:15:03.551000+00:00,Voice,BLUE,scrolling,document 42 down,,G6
2023-12-04 10:15:32.601000+00:00,Touch,BLUE,stopped,scrolling Document 1042,,G6
2023-12-04 10:15:36.792000+00:00,Touch,BLUE,deselect,document 1042,,G6
2023-12-04 10:15:39.945000+00:00,Touch,BLUE,close,document 1042,,G6
2023-12-04 10:16:20.697000+00:00,Touch,GREEN,searching,RODRIGUEZ,,G6
2023-12-04 10:16:29.496000+00:00,Touch,GREEN,deselect,document 1060,,G6
2023-12-04 10:16:30.247000+00:00,Touch,GREEN,close,document 1060,,G6
2023-12-04 10:16:31.772000+00:00,Touch,GREEN,deselect,document 1061,,G6
2023-12-04 10:16:31.985000+00:00,Touch,GREEN,deselect,document 1008,,G6
2023-12-04 10:16:32.236000+00:00,Touch,GREEN,deselect,document 1041,,G6
2023-12-04 10:16:32.581000+00:00,Touch,GREEN,deselect,document 1004,,G6
2023-12-04 10:16:38.196000+00:00,Touch,GREEN,select,document 1048,,G6
2023-12-04 10:16:39.503000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:16:41.132000+00:00,Touch,GREEN,moved,document 1032,,G6
2023-12-04 10:16:41.541000+00:00,Touch,GREEN,moved,document 1050,,G6
2023-12-04 10:16:43.545000+00:00,Touch,GREEN,moved,selected documents including 1048,,G6
2023-12-04 10:16:44.102000+00:00,Touch,GREEN,moved,selected documents including 1048,,G6
2023-12-04 10:16:44.471000+00:00,Touch,GREEN,open,document 1048,,G6
2023-12-04 10:16:47.192000+00:00,Voice,BLUE,select,document 11,,G6
2023-12-04 10:16:53.273000+00:00,Voice,BLUE,open,document 11,,G6
2023-12-04 10:16:58.505000+00:00,Touch,GREEN,highlight,sentence 'Seven local residents met last Friday's deadline in submitting their applications to be chosen as Alex de la Cruz's replacement on the Springfield City Council.' in document 1048,,G6
2023-12-04 10:16:58.704000+00:00,Touch,GREEN,moved,selected documents including 1048,,G6
2023-12-04 10:17:00.188000+00:00,Touch,GREEN,clear,sentence 'Seven local residents met last Friday's deadline in submitting their applications to be chosen as Alex de la Cruz's replacement on the Springfield City Council.' in document 1048,,G6
2023-12-04 10:17:03.505000+00:00,Touch,GREEN,stopped,scrolling Document 1048,,G6
2023-12-04 10:17:33.285000+00:00,Touch,GREEN,stopped,scrolling Document 1048,,G6
2023-12-04 10:17:35.434000+00:00,Touch,GREEN,stopped,scrolling Document 1048,,G6
2023-12-04 10:17:38.684000+00:00,Voice,BLUE,close,document 11,,G6
2023-12-04 10:17:39.939000+00:00,Touch,GREEN,close,document 1048,,G6
2023-12-04 10:17:57.283000+00:00,Touch,GREEN,searching,for too short text,,G6
2023-12-04 10:17:57.485000+00:00,Touch,GREEN,search,cleared,,G6
2023-12-04 10:17:59.187000+00:00,Touch,BLUE,open,document 1011,,G6
2023-12-04 10:18:01.660000+00:00,Touch,BLUE,close,document 1011,,G6
2023-12-04 10:18:05.897000+00:00,Touch,GREEN,searching,APPLES,,G6
2023-12-04 10:18:14.449000+00:00,Touch,GREEN,deselect,document 1048,,G6
2023-12-04 10:18:16.126000+00:00,Touch,GREEN,select,document 1037,,G6
2023-12-04 10:18:17.117000+00:00,Touch,GREEN,select,document 1036,,G6
2023-12-04 10:18:20.048000+00:00,Touch,GREEN,moved,selected documents including 1037,,G6
2023-12-04 10:18:20.145000+00:00,Touch,GREEN,open,document 1030,,G6
2023-12-04 10:18:20.259000+00:00,Touch,GREEN,close,document 1030,,G6
2023-12-04 10:18:20.342000+00:00,Touch,GREEN,moved,document 1030,,G6
2023-12-04 10:18:20.501000+00:00,Touch,GREEN,open,document 1030,,G6
2023-12-04 10:18:20.611000+00:00,Touch,GREEN,moved,document 1025,,G6
2023-12-04 10:18:20.821000+00:00,Touch,GREEN,moved,document 1031,,G6
2023-12-04 10:18:25.111000+00:00,Touch,BLUE,open,document 1008,,G6
2023-12-04 10:18:27.310000+00:00,Touch,GREEN,close,document 1030,,G6
2023-12-04 10:18:31.966000+00:00,Touch,GREEN,moved,selected documents including 1037,,G6
2023-12-04 10:18:38.801000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:18:50.146000+00:00,Touch,BLUE,close,document 1008,,G6
2023-12-04 10:19:03.535000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:19:10.344000+00:00,Voice,BLUE,open,document 54,,G6
2023-12-04 10:19:49.129000+00:00,Touch,BLUE,moved,document 1054,,G6
2023-12-04 10:20:04.790000+00:00,Touch,GREEN,highlight,"sentence 'KATZ Farms, for example, continues to grow myriad produce to stock its roadside stand and the many farmers' markets they attend, according to owner Tadashi Kazuhiro.' in document 1037",,G6
2023-12-04 10:20:12.273000+00:00,Touch,BLUE,highlight,"sentence 'However, it costs more than the annual fee of $115,000 a year to operate the Springfield library.' in document 1054",,G6
2023-12-04 10:20:24.323000+00:00,Touch,GREEN,moved,selected documents including 1037,,G6
2023-12-04 10:20:24.844000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:20:37.805000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:20:38.609000+00:00,Touch,GREEN,close,document 1037,,G6
2023-12-04 10:20:41.211000+00:00,Touch,GREEN,moved,selected documents including 1037,,G6
2023-12-04 10:20:41.711000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:20:43.187000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:21:18.451000+00:00,Voice,BLUE,scrolling,document 54 down,,G6
2023-12-04 10:21:32.977000+00:00,Touch,BLUE,stopped,scrolling Document 1054,,G6
2023-12-04 10:21:37.973000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:21:45.390000+00:00,Voice,BLUE,close,document 54,,G6
2023-12-04 10:22:04.278000+00:00,Touch,BLUE,searching,HOSPIA,,G6
2023-12-04 10:22:23.263000+00:00,Touch,BLUE,searching,HOSPITAL,,G6
2023-12-04 10:22:36.148000+00:00,Touch,GREEN,stopped,scrolling Document 1037,,G6
2023-12-04 10:22:43.441000+00:00,Touch,GREEN,close,document 1037,,G6
2023-12-04 10:22:49.432000+00:00,Touch,GREEN,moved,document 1050,,G6
2023-12-04 10:22:53.126000+00:00,Touch,BLUE,select,document 1050,,G6
2023-12-04 10:22:58+00:00,Touch,BLUE,deselect,document 1011,,G6
2023-12-04 10:22:59.128000+00:00,Touch,BLUE,open,document 1011,,G6
2023-12-04 10:23:10.210000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:23:16.720000+00:00,Touch,BLUE,close,document 1011,,G6
2023-12-04 10:23:24.069000+00:00,Touch,GREEN,close,document 1037,,G6
2023-12-04 10:23:27.772000+00:00,Touch,GREEN,moved,selected documents including 1050,,G6
2023-12-04 10:23:28.747000+00:00,Touch,BLUE,select,document 1051,,G6
2023-12-04 10:23:35.318000+00:00,Touch,BLUE,select,document 1024,,G6
2023-12-04 10:23:36+00:00,Touch,BLUE,select,document 1059,,G6
2023-12-04 10:23:36.337000+00:00,Touch,BLUE,select,document 1018,,G6
2023-12-04 10:23:40.235000+00:00,Touch,BLUE,deselect,document 1024,,G6
2023-12-04 10:23:42.740000+00:00,Touch,GREEN,open,document 1024,,G6
2023-12-04 10:23:46.981000+00:00,Touch,GREEN,highlight,"sentence ', Bob's Drive In, Bob Hall-Sunfair, Standard Paint, CSR, Thurston Wolfe, Yakima Bait, VFW Women's Auxiliary, Benchley Fruit, RDO, Gerry Goedhart, Kestrel Vintners, Gerda Warmenhoven, JC Penney's, Melange, Snoqualmie Vineyard, DK Bain, The Paper Tree, Clarence Rosendaal, Johnson Fruit Co, APEX Winery, Bauerle & Cook, Rex Lund, Chukar Cherries, Jo Goodwin, New Reflections, Ria Goedhart, Jan Cook, Dr.' in document 1024",,G6
2023-12-04 10:23:47.272000+00:00,Touch,GREEN,stopped,scrolling Document 1024,,G6
2023-12-04 10:23:47.921000+00:00,Touch,GREEN,close,document 1024,,G6
2023-12-04 10:23:55.136000+00:00,Touch,GREEN,select,document 1059,,G6
2023-12-04 10:23:59.138000+00:00,Voice,BLUE,open,document 24,,G6
2023-12-04 10:23:59.832000+00:00,Touch,GREEN,moved,document 1017,,G6
2023-12-04 10:24:00.335000+00:00,Touch,GREEN,moved,selected documents including 1036,,G6
2023-12-04 10:24:00.963000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:24:10.588000+00:00,Touch,GREEN,moved,selected documents including 1059,,G6
2023-12-04 10:24:12.345000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:24:24.032000+00:00,Voice,BLUE,close,document 94,,G6
2023-12-04 10:24:28.639000+00:00,Voice,BLUE,close,document 24,,G6
2023-12-04 10:24:33.628000+00:00,Voice,BLUE,open,document 18,,G6
2023-12-04 10:24:44.606000+00:00,Touch,GREEN,highlight,"sentence 'Although most strains are harmless and live in the intestines of healthy humans and animals, this strain produces a powerful toxin and can cause severe illness.' in document 1059",,G6
2023-12-04 10:24:44.929000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:24:46.184000+00:00,Touch,GREEN,clear,"sentence 'Although most strains are harmless and live in the intestines of healthy humans and animals, this strain produces a powerful toxin and can cause severe illness.' in document 1059",,G6
2023-12-04 10:24:46.949000+00:00,Voice,BLUE,scrolling,document 18 down,,G6
2023-12-04 10:24:53.573000+00:00,Voice,BLUE,scrolling,document 18 down,,G6
2023-12-04 10:24:56.542000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:24:57.686000+00:00,Voice,BLUE,scrolling,document 18 down,,G6
2023-12-04 10:24:58.326000+00:00,Touch,GREEN,close,document 1059,,G6
2023-12-04 10:24:59.680000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:25:15.502000+00:00,Touch,GREEN,close,document 1037,,G6
2023-12-04 10:25:15.716000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:25:16.732000+00:00,Touch,GREEN,close,document 1037,,G6
2023-12-04 10:25:28.536000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:25:33.979000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:25:38.874000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:25:42.437000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:25:42.746000+00:00,Voice,BLUE,close,document 18,,G6
2023-12-04 10:25:43.968000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:25:57.796000+00:00,Voice,BLUE,open,document 51,,G6
2023-12-04 10:26:12.821000+00:00,Touch,GREEN,close,document 1059,,G6
2023-12-04 10:26:32.795000+00:00,Touch,GREEN,searching,ALLUCINATTIO,,G6
2023-12-04 10:26:52.178000+00:00,Touch,GREEN,searching,ALLUCINATION,,G6
2023-12-04 10:26:55.464000+00:00,Touch,GREEN,searching,for too short text,,G6
2023-12-04 10:26:55.663000+00:00,Touch,GREEN,search,cleared,,G6
2023-12-04 10:26:56.088000+00:00,Touch,GREEN,searching,for too short text,,G6
2023-12-04 10:26:56.146000+00:00,Touch,GREEN,search,cleared,,G6
2023-12-04 10:27:02.940000+00:00,Touch,GREEN,open,document 1010,,G6
2023-12-04 10:27:04.643000+00:00,Touch,GREEN,close,document 1010,,G6
2023-12-04 10:27:04.656000+00:00,Touch,GREEN,open,document 1010,,G6
2023-12-04 10:27:06.130000+00:00,Touch,GREEN,close,document 1010,,G6
2023-12-04 10:27:26.569000+00:00,Voice,BLUE,open,document 4,,G6
2023-12-04 10:27:32.102000+00:00,Touch,GREEN,searching,FLOWES,,G6
2023-12-04 10:27:44.354000+00:00,Touch,GREEN,open,document 1036,,G6
2023-12-04 10:28:11.979000+00:00,Voice,BLUE,error,reportRecognitionError,,G6
2023-12-04 10:28:18.031000+00:00,Voice,BLUE,close,document 4,,G6
2023-12-04 10:28:25.899000+00:00,Voice,BLUE,open,document 56,,G6
2023-12-04 10:28:41.129000+00:00,Touch,GREEN,close,document 1051,,G6
2023-12-04 10:28:41.187000+00:00,Touch,GREEN,open,document 1051,,G6
2023-12-04 10:28:42.515000+00:00,Touch,GREEN,close,document 1051,,G6
2023-12-04 10:28:46.812000+00:00,Voice,BLUE,close,document 56,,G6
2023-12-04 10:28:51.251000+00:00,Voice,BLUE,open,document 40,,G6
2023-12-04 10:28:57.013000+00:00,Touch,GREEN,moved,selected documents including 1036,,G6
2023-12-04 10:28:58.347000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:29:01.594000+00:00,Touch,GREEN,close,document 1037,,G6
2023-12-04 10:29:02.346000+00:00,Touch,GREEN,open,document 1036,,G6
2023-12-04 10:29:21.792000+00:00,Voice,BLUE,close,document 40,,G6
2023-12-04 10:30:34.066000+00:00,Touch,GREEN,moved,document 1052,,G6
2023-12-04 10:30:34.674000+00:00,Touch,GREEN,moved,document 1042,,G6
2023-12-04 10:30:34.965000+00:00,Touch,GREEN,moved,document 1004,,G6
2023-12-04 10:30:34.966000+00:00,Touch,GREEN,moved,document 1042,,G6
2023-12-04 10:30:35.803000+00:00,Touch,GREEN,moved,document 1057,,G6
2023-12-04 10:30:36.958000+00:00,Touch,GREEN,open,document 1004,,G6
2023-12-04 10:31:23.057000+00:00,Touch,GREEN,highlight,sentence 'He said something like 'Flowers! I can still smell the flowers.' in document 1004,,G6
2023-12-04 10:32:11.425000+00:00,Touch,GREEN,moved,selected documents including 1036,,G6
2023-12-04 10:32:14.762000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:32:27.961000+00:00,Touch,GREEN,moved,selected documents including 1059,,G6
2023-12-04 10:32:28.726000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:32:35.272000+00:00,Touch,GREEN,close,document 1059,,G6
2023-12-04 10:32:37.983000+00:00,Touch,GREEN,open,document 1036,,G6
2023-12-04 10:32:44.464000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:32:53.870000+00:00,Touch,GREEN,close,document 1059,,G6
2023-12-04 10:32:53.877000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:32:55.212000+00:00,Touch,GREEN,close,document 1059,,G6
2023-12-04 10:32:57.465000+00:00,Touch,GREEN,close,document 1036,,G6
2023-12-04 10:33:39.381000+00:00,Touch,BLUE,searching,FARMS,,G6
2023-12-04 10:33:46.240000+00:00,Touch,BLUE,searching,for too short text,,G6
2023-12-04 10:33:46.299000+00:00,Touch,BLUE,search,cleared,,G6
2023-12-04 10:33:55.830000+00:00,Touch,GREEN,deselect,document 1037,,G6
2023-12-04 10:33:58.861000+00:00,Touch,BLUE,searching,FARMS,,G6
2023-12-04 10:34:07.230000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:34:10.340000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:34:16.588000+00:00,Touch,BLUE,open,document 1050,,G6
2023-12-04 10:34:18.474000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:34:18.978000+00:00,Touch,GREEN,moved,selected documents including 1059,,G6
2023-12-04 10:34:20.268000+00:00,Touch,GREEN,moved,selected documents including 1059,,G6
2023-12-04 10:34:22.334000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:34:27.492000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:34:36.951000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:35:01.391000+00:00,Touch,BLUE,highlight,"sentence 'Springfield Daily News has learned that Pedro Prado, a security guard at the site and brother of George Prado who owns Excellent Fresh Fruit farms' in document 1050",,G6
2023-12-04 10:36:00.146000+00:00,Touch,BLUE,close,document 1050,,G6
2023-12-04 10:36:08.539000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:36:13.466000+00:00,Voice,BLUE,open,document 18,,G6
2023-12-04 10:36:14.431000+00:00,Touch,GREEN,moved,selected documents including 1059,,G6
2023-12-04 10:36:15.147000+00:00,Touch,GREEN,open,document 1059,,G6
2023-12-04 10:36:23.809000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G6
2023-12-04 10:36:25.401000+00:00,Touch,BLUE,stopped,scrolling Document 1018,,G6
2023-12-04 10:36:30.771000+00:00,Touch,BLUE,stopped,scrolling Document 1018,,G6
2023-12-04 10:36:41.352000+00:00,Touch,BLUE,highlight,"sentence '1-Column Councilman promises sound fiscal decisions As a member of the Springfield City Council, I listened intently Monday night as many citizens stepped up to the podium and made it clear that they are against privatization.' in document 1018",,G6
2023-12-04 10:37:02.466000+00:00,Touch,BLUE,stopped,scrolling Document 1018,,G6
2023-12-04 10:37:17.116000+00:00,Touch,BLUE,stopped,scrolling Document 1018,,G6
2023-12-04 10:37:23.265000+00:00,Touch,BLUE,stopped,scrolling Document 1018,,G6
2023-12-04 10:37:58.806000+00:00,Touch,BLUE,moved,selected documents including 1018,,G6
2023-12-04 10:38:00.118000+00:00,Touch,BLUE,open,document 1018,,G6
2023-12-04 10:38:07.169000+00:00,Touch,BLUE,highlight,"sentence 'Good citizens of Springfield, I will promise you this, whether or not I vote in favor of privatization, I will never vote for less quality or poorer standards regardless of the cost.' in document 1018",,G6
2023-12-04 10:38:31.166000+00:00,Touch,BLUE,close,document 1018,,G6
2023-12-04 10:38:36.185000+00:00,Touch,BLUE,open,document 1050,,G6
2023-12-04 10:38:38.874000+00:00,Touch,GREEN,open,document 1047,,G6
2023-12-04 10:38:45.023000+00:00,Touch,BLUE,close,document 1050,,G6
2023-12-04 10:39:29.681000+00:00,Touch,GREEN,highlight,sentence 'It burnt my hand and made me throw up.' in document 1047,,G6
2023-12-04 10:39:33.573000+00:00,Touch,GREEN,highlight,sentence 'But it smelled like gramma's flower garden.' in document 1047,,G6
2023-12-04 10:40:11.600000+00:00,Voice,BLUE,open,document 46,,G6
2023-12-04 10:41:02.630000+00:00,Touch,BLUE,stopped,scrolling Document 1046,,G6
2023-12-04 10:41:09.320000+00:00,Touch,GREEN,select,document 1047,,G6
2023-12-04 10:41:15.086000+00:00,Touch,GREEN,close,document 1059,,G6
2023-12-04 10:41:16.463000+00:00,Touch,GREEN,deselect,document 1059,,G6
2023-12-04 10:41:17.084000+00:00,Touch,BLUE,stopped,scrolling Document 1046,,G6
2023-12-04 10:41:17.597000+00:00,Touch,GREEN,deselect,document 1036,,G6
2023-12-04 10:41:19.155000+00:00,Touch,GREEN,moved,document 1037,,G6
2023-12-04 10:41:19.872000+00:00,Touch,GREEN,open,document 1037,,G6
2023-12-04 10:41:21.143000+00:00,Touch,GREEN,close,document 1037,,G6
2023-12-04 10:41:21.320000+00:00,Voice,BLUE,close,document 36,,G6
2023-12-04 10:41:25.214000+00:00,Touch,GREEN,select,document 1060,,G6
2023-12-04 10:41:27.655000+00:00,Voice,BLUE,close,document 46,,G6
2023-12-04 10:41:28.023000+00:00,Touch,GREEN,moved,selected documents including 1047,,G6
2023-12-04 10:41:28.738000+00:00,Touch,GREEN,moved,selected documents including 1047,,G6
2023-12-04 10:41:28.894000+00:00,Touch,GREEN,moved,selected documents including 1047,,G6
